course_code,course_title,year,term,optional_group,source_page,source_pages,credits,contact_hours,description,raw_text,parent_course,course_type,generic_lab,search_text,record_id,source_conflicts,summary_metadata
CSE 3220,Software Engineering and Project Management Laboratory,3rd Year,2nd Term,,10,[10],0.75,0L+3/2P,Laboratory works based on CSE 3219,"CSE 3220: Software Engineering and Project Management Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 3219",CSE 3219,Laboratory,True,CSE 3220 Software Engineering and Project Management Laboratory Software Engineering and Project Management Laboratory Laboratory works based on CSE 3219,CSE_3220_3rd Year_2nd Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 9}"
CSE 3230,Technical Writing and Seminar,3rd Year,2nd Term,,10,[10],0.75,0L+3/2P,"Reading, writing and summarizing technical papers, Citation methodologies, Plagiarism issues, Presentation guidelines and techniques, Summarization and presentation of technical papers, Scientific report writing style and related software.","CSE 3230: Technical Writing and Seminar
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Reading, writing and summarizing technical papers, Citation methodologies, Plagiarism issues, Presentation guidelines and techniques,
Summarization and presentation of technical papers, Scientific report writing style and related software.",,Project,False,"CSE 3230 Technical Writing and Seminar Technical Writing and Seminar Reading, writing and summarizing technical papers, Citation methodologies, Plagiarism issues, Presentation guidelines and techniques, Summarization and presentation of technical papers, Scientific report writing style and related software.",CSE_3230_3rd Year_2nd Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 9}"
HUM 3247,Engineers and Society,3rd Year,2nd Term,,10,[10],3.0,3L+0P,"Introduction: Introduction to profession and professional, Professional engineers, Engineer at public and private sectors. Engineering Accreditation: Introduction to accreditation body (MQA, EAC), Why need accreditation? Professional Codes of Ethics: CSE code of ethics, IEEE code of ethics, Problems with codes of ethics. Engineers and Laws: Engineers acts, Civil laws, Crimes and constitutions. Responsibilities of Engineers: Role of professional engineers in practice, Commitment to society, Sustainable development, Technology and society, Risk, Safety and Liability. Rights of Engineers: Workplace rights, Whistle blowing, Professionalism for international engineers, Challenges of globalization. Engineers and Research: R & D, Government and private research grant, Copyright, Innovations, Intellectual property etc. Ethics: Goodness, Rightness, Consequentialism, Utilitarianism, Business ethics, Environmental and social ethics, Computer and information ethics, Developing the ethical analysis skills and professional values. Cyber Crimes and Law: Overview of cyber law, Cyberspace, Cybercrimes against individuals, Institution and state, Hacking, Digital forgery, Cyber stalking/harassment, Identity theft & fraud, Cyber terrorism, Cyber defamation, Different offences under ICT Act, 2006, Digital security Act, 2018, Interface with copyright law, Interface with patent law.","HUM 3247: Engineers and Society
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: Introduction to profession and professional, Professional engineers, Engineer at public and private sectors.
Engineering Accreditation: Introduction to accreditation body (MQA, EAC), Why need accreditation?
Professional Codes of Ethics: CSE code of ethics, IEEE code of ethics, Problems with codes of ethics.
Engineers and Laws: Engineers acts, Civil laws, Crimes and constitutions.
Responsibilities of Engineers: Role of professional engineers in practice, Commitment to society, Sustainable development, Technology and
society, Risk, Safety and Liability.
Rights of Engineers: Workplace rights, Whistle blowing, Professionalism for international engineers, Challenges of globalization.
Engineers and Research: R & D, Government and private research grant, Copyright, Innovations, Intellectual property etc.
Ethics: Goodness, Rightness, Consequentialism, Utilitarianism, Business ethics, Environmental and social ethics, Computer and information
ethics, Developing the ethical analysis skills and professional values.
Cyber Crimes and Law: Overview of cyber law, Cyberspace, Cybercrimes against individuals, Institution and state, Hacking, Digital forgery,
Cyber stalking/harassment, Identity theft & fraud, Cyber terrorism, Cyber defamation, Different offences under ICT Act, 2006, Digital security
Act, 2018, Interface with copyright law, Interface with patent law.",,Theory,False,"HUM 3247 Engineers and Society Engineers and Society Introduction: Introduction to profession and professional, Professional engineers, Engineer at public and private sectors. Engineering Accreditation: Introduction to accreditation body (MQA, EAC), Why need accreditation? Professional Codes of Ethics: CSE code of ethics, IEEE code of ethics, Problems with codes of ethics. Engineers and Laws: Engineers acts, Civil laws, Crimes and constitutions. Responsibilities of Engineers: Role of professional engineers in practice, Commitment to society, Sustainable development, Technology and society, Risk, Safety and Liability. Rights of Engineers: Workplace rights, Whistle blowing, Professionalism for international engineers, Challenges of globalization. Engineers and Research: R & D, Government and private research grant, Copyright, Innovations, Intellectual property etc. Ethics: Goodness, Rightness, Consequentialism, Utilitarianism, Business ethics, Environmental and social ethics, Computer and information ethics, Developing the ethical analysis skills and professional values. Cyber Crimes and Law: Overview of cyber law, Cyberspace, Cybercrimes against individuals, Institution and state, Hacking, Digital forgery, Cyber stalking/harassment, Identity theft & fraud, Cyber terrorism, Cyber defamation, Different offences under ICT Act, 2006, Digital security Act, 2018, Interface with copyright law, Interface with patent law.",HUM_3247_3rd Year_2nd Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 9}"
CSE 4000,Capstone Project/Thesis,4th Year,1st Term,,11,[11],1.5,0L+3P,Study and solution of complex engineering problems in the field of Computer Science and Engineering. N.B.: The project/thesis topic selected in this term is to be continued in the next term.,"CSE 4000:  Capstone Project/Thesis
Credits: 1.5
Contact Hours: 0L+3P Hrs/Week
Study and solution of complex engineering problems in the field of Computer Science and Engineering.
N.B.: The project/thesis topic selected in this term is to be continued in the next term.",,Project,False,CSE 4000 Capstone Project/Thesis Capstone Project/Thesis Study and solution of complex engineering problems in the field of Computer Science and Engineering. N.B.: The project/thesis topic selected in this term is to be continued in the next term.,CSE_4000_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 3.0, 'credits': 1.5, 'source_page': 11}"
CSE 4101,Computer Graphics and Image Processing,4th Year,1st Term,,11,[11],3.0,0L+3P,"Introduction: Display devices, Input devices, Graphics pipeline. Scan Conversion: Basic rasterization algorithms, Polygon filling. Geometric Object and Transformation: 3D Graphics primitives, Basic and composite transformations of 3D objects. Viewing: Classical and computer viewing, 3D viewing and projective transform. Lighting and Shading: Local and global illumination models, Polygon shading methods. Surface Culling: Need for back-face removal, Hidden surface detection algorithms. Digital Image Fundamentals: Different types of digital images, Sampling and quantization, Imaging geometry, Image acquisition systems, Image transformation. Images Enhancement: Point processing, Spatial filtering, Frequency domain filtering, Image smoothing and sharpening. Image Restoration: Degradation models, Inverse filtering, Wiener filtering.","CSE 4101: Computer Graphics and Image Processing
Credits: 3.00
Contact Hours: 0L+3P Hrs/Week
Introduction: Display devices, Input devices, Graphics pipeline.
Scan Conversion: Basic rasterization algorithms, Polygon filling.
Geometric Object and Transformation: 3D Graphics primitives, Basic and composite transformations of 3D objects.
Viewing: Classical and computer viewing, 3D viewing and projective transform.
Lighting and Shading: Local and global illumination models, Polygon shading methods.
Surface Culling: Need for back-face removal, Hidden surface detection algorithms.
Digital Image Fundamentals: Different types of digital images, Sampling and quantization, Imaging geometry, Image acquisition systems, Image transformation.
Images Enhancement: Point processing, Spatial filtering, Frequency domain filtering, Image smoothing and sharpening.
Image Restoration: Degradation models, Inverse filtering, Wiener filtering.",,Theory,False,"CSE 4101 Computer Graphics and Image Processing Computer Graphics and Image Processing Introduction: Display devices, Input devices, Graphics pipeline. Scan Conversion: Basic rasterization algorithms, Polygon filling. Geometric Object and Transformation: 3D Graphics primitives, Basic and composite transformations of 3D objects. Viewing: Classical and computer viewing, 3D viewing and projective transform. Lighting and Shading: Local and global illumination models, Polygon shading methods. Surface Culling: Need for back-face removal, Hidden surface detection algorithms. Digital Image Fundamentals: Different types of digital images, Sampling and quantization, Imaging geometry, Image acquisition systems, Image transformation. Images Enhancement: Point processing, Spatial filtering, Frequency domain filtering, Image smoothing and sharpening. Image Restoration: Degradation models, Inverse filtering, Wiener filtering.",CSE_4101_4th Year_1st Term,"[{'field': 'contact_hours', 'syllabus': '0L+3P', 'summary': '3L+0P', 'summary_page': 11}]","{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4102,Computer Graphics and Image Processing Laboratory,4th Year,1st Term,,11,[11],0.75,0L+3P,Laboratory works based on CSE 4101,"CSE 4102:  Computer Graphics and Image Processing Laboratory
Credits: 0.75
Contact Hours: 0L+3P Hrs/Week
Laboratory works based on CSE 4101",CSE 4101,Laboratory,True,CSE 4102 Computer Graphics and Image Processing Laboratory Computer Graphics and Image Processing Laboratory Laboratory works based on CSE 4101,CSE_4102_4th Year_1st Term,"[{'field': 'contact_hours', 'syllabus': '0L+3P', 'summary': '0L+1.5P', 'summary_page': 11}]","{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
CSE 4105,Computer Networks,4th Year,1st Term,,11,"[11, 12]",3.0,3L+0P,"Introduction: Network, Internet, Intranet, Communication basics, Delay and loss, Protocols. Data Communications: Data and signals, Digital transmissions: Line coding methods, Block coding, Pulse Code Modulation (PCM), Delta Modulation (DM), Analog transmission: ASK, FSK, PSK, QAM, AM, FM, PM, Transmission Modes. Physical Layer: Guided transmission media, Wireless transmission medium, Circuit switching and telephone network, High speed digital access. Link Layer and Local Area Networks: Link layer services, Error detection and correction techniques, Multiple access protocols, CSMA, CSMA/CD, Slotted ALOHA, LAN address and ARP, Ethernet, Hub, Bridge and switch, Wireless links, Wi-Fi and WLAN architecture, Bluetooth, PPP. Network Layer and Routing: Network layer services, Internet Protocol (IP): IPv4 addressing, IPv6, ICMP, DHCP and NAT; Routing principles, Distance vector and link state routing algorithms, Multicast routing, Router architecture. Transport Layer: Transport layer services, Connectionless transport and UDP, Principles of reliable data transfer, Connection oriented transport and TCP, Principles of congestion control, Congestion and flow controls with TCP, Protocols for real-time interactive applications, RTP, RTCP. Application Layer: Principles of application layer protocols, Web and HTTP, FTP, Electronic mail: SMTP, POP3, IMAP; DNS, P2P.","CSE 4105: Computer Networks
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: Network, Internet, Intranet, Communication basics, Delay and loss, Protocols.
Data Communications: Data and signals, Digital transmissions: Line coding methods, Block coding, Pulse Code Modulation (PCM), Delta
Modulation (DM), Analog transmission: ASK, FSK, PSK, QAM, AM, FM, PM, Transmission Modes.
Physical Layer:  Guided transmission media, Wireless transmission medium, Circuit switching and telephone network, High speed digital access.
Link Layer and Local Area Networks: Link layer services, Error detection and correction techniques, Multiple access protocols, CSMA,
CSMA/CD, Slotted ALOHA, LAN address and ARP, Ethernet, Hub, Bridge and switch, Wireless links, Wi-Fi and WLAN architecture, Bluetooth, PPP.
Network Layer and Routing: Network layer services, Internet Protocol (IP): IPv4 addressing, IPv6, ICMP, DHCP and NAT; Routing principles,
Distance vector and link state routing algorithms, Multicast routing, Router architecture.
Transport Layer: Transport layer services, Connectionless transport and UDP, Principles of reliable data transfer, Connection oriented transport
and TCP, Principles of congestion control, Congestion and flow controls with TCP, Protocols for real-time interactive applications, RTP, RTCP.
Application Layer: Principles of application layer protocols, Web and HTTP, FTP, Electronic mail: SMTP, POP3, IMAP; DNS, P2P.",,Theory,False,"CSE 4105 Computer Networks Computer Networks Introduction: Network, Internet, Intranet, Communication basics, Delay and loss, Protocols. Data Communications: Data and signals, Digital transmissions: Line coding methods, Block coding, Pulse Code Modulation (PCM), Delta Modulation (DM), Analog transmission: ASK, FSK, PSK, QAM, AM, FM, PM, Transmission Modes. Physical Layer: Guided transmission media, Wireless transmission medium, Circuit switching and telephone network, High speed digital access. Link Layer and Local Area Networks: Link layer services, Error detection and correction techniques, Multiple access protocols, CSMA, CSMA/CD, Slotted ALOHA, LAN address and ARP, Ethernet, Hub, Bridge and switch, Wireless links, Wi-Fi and WLAN architecture, Bluetooth, PPP. Network Layer and Routing: Network layer services, Internet Protocol (IP): IPv4 addressing, IPv6, ICMP, DHCP and NAT; Routing principles, Distance vector and link state routing algorithms, Multicast routing, Router architecture. Transport Layer: Transport layer services, Connectionless transport and UDP, Principles of reliable data transfer, Connection oriented transport and TCP, Principles of congestion control, Congestion and flow controls with TCP, Protocols for real-time interactive applications, RTP, RTCP. Application Layer: Principles of application layer protocols, Web and HTTP, FTP, Electronic mail: SMTP, POP3, IMAP; DNS, P2P.",CSE_4105_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4106,Computer Networks Laboratory,4th Year,1st Term,,12,[12],1.5,0L+3P,Laboratory works based on CSE 4105,"CSE 4106: Computer Networks Laboratory
Credits: 1.5
Contact Hours: 0L+3P Hrs/Week
Laboratory works based on CSE 4105",CSE 4105,Laboratory,True,CSE 4106 Computer Networks Laboratory Computer Networks Laboratory Laboratory works based on CSE 4105,CSE_4106_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 3.0, 'credits': 1.5, 'source_page': 11}"
CSE 4115,Computer Security,4th Year,1st Term,,12,[12],3.0,3L+0P,"Introduction and Mathematical Foundations: Overview of modern cryptography, Number theory, Probability and information theory. Cryptography: Mechanisms and cryptanalysis of classical cryptosystems, Shannon’s theory, Symmetric key cryptography including AES and DES, Asymmetric key cryptography including RSA and ElGamal cryptosystems, Digital signature including RSA, ElGamal and DSA, Hash functions including MD and SHA, Message authentication codes. Security Protocols: Key exchange, Authentication, Authentication and key exchange, Secret splitting and secret sharing. Program Security: Attacks, Malware, Viruses and other malicious codes, Controls against program threats. Networks Security: Network protocols, Kerberos, Pretty Good Privacy (PGP), Secure Socket Layer (SSL), Threats in networks, Network security controls, Firewalls, Intrusion detection system, Secure e-mail, Web security. Access Control: Security models and access policies, Access control in operating systems and databases.","CSE 4115: Computer Security
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction and Mathematical Foundations: Overview of modern cryptography, Number theory, Probability and information theory.
Cryptography: Mechanisms and cryptanalysis of classical cryptosystems, Shannon’s theory, Symmetric key cryptography including AES and
DES, Asymmetric key cryptography including RSA and ElGamal cryptosystems, Digital signature including RSA, ElGamal and DSA, Hash
functions including MD and SHA, Message authentication codes.
Security Protocols: Key exchange, Authentication, Authentication and key exchange, Secret splitting and secret sharing.
Program Security: Attacks, Malware, Viruses and other malicious codes, Controls against program threats.
Networks Security: Network protocols, Kerberos, Pretty Good Privacy (PGP), Secure Socket Layer (SSL), Threats in networks, Network security
controls, Firewalls, Intrusion detection system, Secure e-mail, Web security.
Access Control: Security models and access policies, Access control in operating systems and databases.",,Theory,False,"CSE 4115 Computer Security Computer Security Introduction and Mathematical Foundations: Overview of modern cryptography, Number theory, Probability and information theory. Cryptography: Mechanisms and cryptanalysis of classical cryptosystems, Shannon’s theory, Symmetric key cryptography including AES and DES, Asymmetric key cryptography including RSA and ElGamal cryptosystems, Digital signature including RSA, ElGamal and DSA, Hash functions including MD and SHA, Message authentication codes. Security Protocols: Key exchange, Authentication, Authentication and key exchange, Secret splitting and secret sharing. Program Security: Attacks, Malware, Viruses and other malicious codes, Controls against program threats. Networks Security: Network protocols, Kerberos, Pretty Good Privacy (PGP), Secure Socket Layer (SSL), Threats in networks, Network security controls, Firewalls, Intrusion detection system, Secure e-mail, Web security. Access Control: Security models and access policies, Access control in operating systems and databases.",CSE_4115_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4116,Computer Security Laboratory,4th Year,1st Term,,12,[12],0.75,0L+3/2P,Laboratory works based on CSE 4115,"CSE 4116: Computer Security Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 4115",CSE 4115,Laboratory,True,CSE 4116 Computer Security Laboratory Computer Security Laboratory Laboratory works based on CSE 4115,CSE_4116_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
CSE 4103,VLSI Design,4th Year,1st Term,Optional-I,12,[12],3.0,3L+0P,"Introduction: Introduction to design methodology, Introduction to microelectronics and CMOS technology, Brief overview of fabrication process, Basic electrical properties of CMOS and BiCMOS circuits. Hardware Modeling: Logic networks, State diagrams, Data flow, Behavioral optimization, Introduction to GaAs technology: Ultra-fast VLSI circuits and systems. CMOS and BiCMOS Design Process: Stick diagram and lambda-based design rules, Subsystem design processes. Subsystem Design Layout: Gate logic, Combinational design, Clocked sequential circuits, Bus designs. Design of Computational Elements: ALU sub-system, Adder, Multipliers, Memory, Registers and aspects of system timing, Architectural synthesis: Circuit specification, Architectural optimization, Data-path synthesis, Control unit synthesis, Synthesis and testing of VLSI circuits, Various CAD tools for design, Simulation and verification: Introduction to Hardware Description Languages (VHDL and Verilog), Design style: FPGA and CPLDs.","CSE 4103: VLSI  Design
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Introduction: Introduction to design methodology, Introduction to microelectronics and CMOS technology, Brief overview of fabrication process,
Basic electrical properties of CMOS and BiCMOS circuits.
Hardware Modeling: Logic networks, State diagrams, Data flow, Behavioral optimization, Introduction to GaAs technology: Ultra-fast VLSI
circuits and systems.
CMOS and BiCMOS Design Process: Stick diagram and lambda-based design rules, Subsystem design processes.
Subsystem Design Layout: Gate logic, Combinational design, Clocked sequential circuits, Bus designs.
Design of Computational Elements: ALU sub-system, Adder, Multipliers, Memory, Registers and aspects of system timing, Architectural
synthesis: Circuit specification, Architectural optimization, Data-path synthesis, Control unit synthesis, Synthesis and testing of VLSI circuits,
Various CAD tools for design, Simulation and verification: Introduction to Hardware Description Languages (VHDL and Verilog), Design style:
FPGA and CPLDs.",,Theory,False,"CSE 4103 VLSI Design VLSI Design Introduction: Introduction to design methodology, Introduction to microelectronics and CMOS technology, Brief overview of fabrication process, Basic electrical properties of CMOS and BiCMOS circuits. Hardware Modeling: Logic networks, State diagrams, Data flow, Behavioral optimization, Introduction to GaAs technology: Ultra-fast VLSI circuits and systems. CMOS and BiCMOS Design Process: Stick diagram and lambda-based design rules, Subsystem design processes. Subsystem Design Layout: Gate logic, Combinational design, Clocked sequential circuits, Bus designs. Design of Computational Elements: ALU sub-system, Adder, Multipliers, Memory, Registers and aspects of system timing, Architectural synthesis: Circuit specification, Architectural optimization, Data-path synthesis, Control unit synthesis, Synthesis and testing of VLSI circuits, Various CAD tools for design, Simulation and verification: Introduction to Hardware Description Languages (VHDL and Verilog), Design style: FPGA and CPLDs.",CSE_4103_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4104,VLSI Design Laboratory,4th Year,1st Term,Optional-I,12,[12],0.75,0L+3/2P,Laboratory works based on CSE 4103,"CSE 4104: VLSI Design Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 4103",CSE 4103,Laboratory,True,CSE 4104 VLSI Design Laboratory VLSI Design Laboratory Laboratory works based on CSE 4103,CSE_4104_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
CSE 4107,Digital Signal Processing,4th Year,1st Term,Optional-I,12,[12],3.0,3L+0P,"Representation of discrete-time signals and systems, Sampling of continuous-time signals, Discrete Fourier Transform (DFT), Computation of DFT, Z-transform, Spectral analysis of signals using DFT, Introduction to filter design, Digital filter structure, Infinite impulse response filter design techniques, Finite impulse response filter design techniques, Applications of DSP in audio, Image and video processing.","CSE 4107: Digital Signal Processing
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Representation of discrete-time signals and systems, Sampling of continuous-time signals, Discrete Fourier Transform (DFT), Computation of
DFT, Z-transform, Spectral analysis of signals using DFT, Introduction to filter design, Digital filter structure, Infinite impulse response filter
design techniques, Finite impulse response filter design techniques, Applications of DSP in audio, Image and video processing.",,Theory,False,"CSE 4107 Digital Signal Processing Digital Signal Processing Representation of discrete-time signals and systems, Sampling of continuous-time signals, Discrete Fourier Transform (DFT), Computation of DFT, Z-transform, Spectral analysis of signals using DFT, Introduction to filter design, Digital filter structure, Infinite impulse response filter design techniques, Finite impulse response filter design techniques, Applications of DSP in audio, Image and video processing.",CSE_4107_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4108,Digital Signal Processing Laboratory,4th Year,1st Term,Optional-I,12,[12],0.75,0L+3/2P,Laboratory works based on CSE 4107,"CSE 4108: Digital Signal Processing Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 4107",CSE 4107,Laboratory,True,CSE 4108 Digital Signal Processing Laboratory Digital Signal Processing Laboratory Laboratory works based on CSE 4107,CSE_4108_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
CSE 4111,Machine Learning,4th Year,1st Term,Optional-I,12,[12],3.0,3L+0P,"Basic Concepts of Machine Learning: Aspects of machine learning, Supervised, unsupervised, semi-supervised and reinforcement learning, Evaluation of hypothesis, Practical applications of machine learning, Bayesian estimation, Maximum likelihood estimation (MLE), Maximum a posteriori (MAP), Linear and logistic regression, Bias-variance tradeoff, Regularization. Artificial Neural Networks: Neurons and biological motivation, Perceptron and solving Boolean functions, Feed forward and recurrent networks, Single layer and multilayer networks, Back-propagation training method, Radial basis function networks, Associative memory, Ensemble methods. Support Vector Machines: Linear maximal margin classifier, Linear soft margin classifier; Nonlinear classifier, Kernels. Decision Trees: Recursive induction, Splitting attribute selection, Entropy and information Gain, Overfitting and pruning, ID3 and C4.5 algorithms. Genetic Algorithms: Motivation from natural evolution, Genetic operators, Fitness function, Genetic algorithms for optimization. Swarm Intelligence: Features of natural swarms, Swarm based methods for optimization: Ant colony optimization, Particle swarm optimization. Clustering and Unsupervised Learning: Learning from unclassified data, Clustering, Hierarchical agglomerative clustering, K-means partitional clustering. Dimensionality Reduction: Curse of the dimensionality, Empty space phenomenon, Linear and nonlinear techniques for dimensionality reduction, Principal Component Analysis (PCA).","CSE 4111: Machine Learning
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Basic Concepts of Machine Learning: Aspects of machine learning, Supervised, unsupervised, semi-supervised and reinforcement learning,
Evaluation of hypothesis, Practical applications of machine learning, Bayesian estimation, Maximum likelihood estimation (MLE), Maximum a
posteriori (MAP), Linear and logistic regression, Bias-variance tradeoff, Regularization.
Artificial Neural Networks: Neurons and biological motivation, Perceptron and solving Boolean functions, Feed forward and recurrent networks,
Single layer and multilayer networks, Back-propagation training method, Radial basis function networks, Associative memory, Ensemble methods.
Support Vector Machines: Linear maximal margin classifier, Linear soft margin classifier; Nonlinear classifier, Kernels.
Decision Trees: Recursive induction, Splitting attribute selection, Entropy and information Gain, Overfitting and pruning, ID3 and C4.5 algorithms.
Genetic Algorithms: Motivation from natural evolution, Genetic operators, Fitness function, Genetic algorithms for optimization.
Swarm Intelligence: Features of natural swarms, Swarm based methods for optimization: Ant colony optimization, Particle swarm optimization.
Clustering and Unsupervised Learning: Learning from unclassified data, Clustering, Hierarchical agglomerative clustering, K-means partitional clustering.
Dimensionality Reduction: Curse of the dimensionality, Empty space phenomenon, Linear and nonlinear techniques for dimensionality reduction,
Principal Component Analysis (PCA).",,Theory,False,"CSE 4111 Machine Learning Machine Learning Basic Concepts of Machine Learning: Aspects of machine learning, Supervised, unsupervised, semi-supervised and reinforcement learning, Evaluation of hypothesis, Practical applications of machine learning, Bayesian estimation, Maximum likelihood estimation (MLE), Maximum a posteriori (MAP), Linear and logistic regression, Bias-variance tradeoff, Regularization. Artificial Neural Networks: Neurons and biological motivation, Perceptron and solving Boolean functions, Feed forward and recurrent networks, Single layer and multilayer networks, Back-propagation training method, Radial basis function networks, Associative memory, Ensemble methods. Support Vector Machines: Linear maximal margin classifier, Linear soft margin classifier; Nonlinear classifier, Kernels. Decision Trees: Recursive induction, Splitting attribute selection, Entropy and information Gain, Overfitting and pruning, ID3 and C4.5 algorithms. Genetic Algorithms: Motivation from natural evolution, Genetic operators, Fitness function, Genetic algorithms for optimization. Swarm Intelligence: Features of natural swarms, Swarm based methods for optimization: Ant colony optimization, Particle swarm optimization. Clustering and Unsupervised Learning: Learning from unclassified data, Clustering, Hierarchical agglomerative clustering, K-means partitional clustering. Dimensionality Reduction: Curse of the dimensionality, Empty space phenomenon, Linear and nonlinear techniques for dimensionality reduction, Principal Component Analysis (PCA).",CSE_4111_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4112,Machine Learning Laboratory,4th Year,1st Term,Optional-I,12,[12],0.75,0L+3/2P,Laboratory works based on CSE 4111,"CSE 4112: Machine Learning Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 4111",CSE 4111,Laboratory,True,CSE 4112 Machine Learning Laboratory Machine Learning Laboratory Laboratory works based on CSE 4111,CSE_4112_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
CSE 4117,Modeling and Simulation,4th Year,1st Term,Optional-I,13,[13],3.0,3L+0P,"Basic Simulation Modeling: Systems, Models and simulation, Classification of simulation models, Steps in a simulation study. Concepts in Discrete-Event Simulation: Event-scheduling vs. process-interaction approaches, Time-advance mechanism, Organization of a discrete-event simulation models, Continuous simulation models, Combined discrete-continuous models, Monte Carlo simulation, Simulation of queuing systems. Building Valid and Credible Simulation Models: Validation principles and techniques, Statistical procedures for comparing real-world observations and simulated outputs, Simulation and analytical methods for analysis of computer systems and practical problems in industry, Introduction to the development of simulation packages, Introduction to petri nets and their applications to computing systems.","CSE 4117: Modeling and Simulation
Credits: 3.0
Contact Hours: 3L+0P Hrs/Week
Basic Simulation Modeling: Systems, Models and simulation, Classification of simulation models, Steps in a simulation study.
Concepts in Discrete-Event Simulation: Event-scheduling vs. process-interaction approaches, Time-advance mechanism, Organization of a
discrete-event simulation models, Continuous simulation models, Combined discrete-continuous models, Monte Carlo simulation, Simulation of
queuing systems.
Building Valid and Credible Simulation Models: Validation principles and techniques, Statistical procedures for comparing real-world
observations and simulated outputs, Simulation and analytical methods for analysis of computer systems and practical problems in industry,
Introduction to the development of simulation packages, Introduction to petri nets and their applications to computing systems.",,Theory,False,"CSE 4117 Modeling and Simulation Modeling and Simulation Basic Simulation Modeling: Systems, Models and simulation, Classification of simulation models, Steps in a simulation study. Concepts in Discrete-Event Simulation: Event-scheduling vs. process-interaction approaches, Time-advance mechanism, Organization of a discrete-event simulation models, Continuous simulation models, Combined discrete-continuous models, Monte Carlo simulation, Simulation of queuing systems. Building Valid and Credible Simulation Models: Validation principles and techniques, Statistical procedures for comparing real-world observations and simulated outputs, Simulation and analytical methods for analysis of computer systems and practical problems in industry, Introduction to the development of simulation packages, Introduction to petri nets and their applications to computing systems.",CSE_4117_4th Year_1st Term,[],"{'theory_hours': 3.0, 'practical_hours': 0.0, 'credits': 3.0, 'source_page': 11}"
CSE 4118,Modeling and Simulation Laboratory,4th Year,1st Term,Optional-I,13,[13],0.75,0L+3/2P,Laboratory works based on CSE 4117,"CSE 4118: Modeling and Simulation Laboratory
Credits: 0.75
Contact Hours: 0L+3/2P Hrs/Week
Laboratory works based on CSE 4117",CSE 4117,Laboratory,True,CSE 4118 Modeling and Simulation Laboratory Modeling and Simulation Laboratory Laboratory works based on CSE 4117,CSE_4118_4th Year_1st Term,[],"{'theory_hours': 0.0, 'practical_hours': 1.5, 'credits': 0.75, 'source_page': 11}"
